Company Account,Merchant Account,Psp Reference,Merchant Reference,Record Type,Creation Date,TimeZone,Gross Currency,Gross Debit,Gross Credit,Commission,Markup,Net Currency,Net Debit,Net Credit,Batch Number
LumoGroup,LumoECOM_EU,8620000000000054,ORD-504004,Settled,2026-06-02 16:45:46,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000000958,ORD-504908,Authorised,2026-06-02 16:46:42,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001096,ORD-505046,Refused,2026-06-02 16:54:13,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000679,ORD-504629,Authorised,2026-06-02 16:55:40,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001174,ORD-505124,Authorised,2026-06-02 17:02:10,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001538,ORD-505488,Authorised,2026-06-02 17:08:39,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000958,ORD-504908,Settled,2026-06-02 17:10:42,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000126,ORD-504076,Authorised,2026-06-02 17:26:42,Europe/Amsterdam,GBP,,21.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000000420,ORD-504370,Authorised,2026-06-02 17:36:07,Europe/Amsterdam,GBP,,4.49,,,GBP,,,23
LumoGroup,LumoAPP_US,8620000000000188,ORD-504138,Authorised,2026-06-02 17:42:28,Europe/Amsterdam,USD,,9.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000000671,ORD-504621,Authorised,2026-06-02 17:52:05,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000353,ORD-504303,Authorised,2026-06-02 17:56:21,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001222,ORD-505172,Refused,2026-06-02 18:06:13,Europe/Amsterdam,EUR,,4.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000964,ORD-504914,Settled,2026-06-02 18:15:09,Europe/Amsterdam,GBP,,54.99,1.04,0.33,GBP,,53.62,23
LumoGroup,LumoAPP_US,8620000000000188,ORD-504138,Settled,2026-06-02 18:28:28,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001590,ORD-505540,Refused,2026-06-02 18:30:27,Europe/Amsterdam,EUR,,59.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000671,ORD-504621,Settled,2026-06-02 18:32:05,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000001538,ORD-505488,Settled,2026-06-02 18:32:39,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000679,ORD-504629,Settled,2026-06-02 18:37:40,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000001174,ORD-505124,Settled,2026-06-02 18:40:10,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000919,ORD-504869,Authorised,2026-06-02 18:43:21,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001445,ORD-505395,Authorised,2026-06-02 18:49:26,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000420,ORD-504370,Settled,2026-06-02 18:50:07,Europe/Amsterdam,GBP,,4.49,0.09,0.02,GBP,,4.38,23
LumoGroup,LumoECOM_EU,8620000000000353,ORD-504303,Settled,2026-06-02 18:58:21,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000613,ORD-504563,Authorised,2026-06-02 19:03:25,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001258,ORD-505208,Authorised,2026-06-02 19:12:53,Europe/Amsterdam,GBP,,8.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000000919,ORD-504869,Settled,2026-06-02 19:13:21,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000126,ORD-504076,Settled,2026-06-02 19:14:42,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,23
LumoGroup,LumoECOM_EU,8620000000000648,ORD-504598,Authorised,2026-06-02 19:15:01,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001346,ORD-505296,Authorised,2026-06-02 19:15:27,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001445,ORD-505395,Settled,2026-06-02 19:20:26,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000648,ORD-504598,Settled,2026-06-02 19:32:01,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001647,ORD-505597,Authorised,2026-06-02 19:57:27,Europe/Amsterdam,GBP,,21.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000000598,ORD-504548,Authorised,2026-06-02 19:57:42,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001557,ORD-505507,Authorised,2026-06-02 20:11:13,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000613,ORD-504563,Settled,2026-06-02 20:25:25,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001346,ORD-505296,Settled,2026-06-02 20:25:27,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoAPP_US,8620000000000260,ORD-504210,Authorised,2026-06-02 20:26:55,Europe/Amsterdam,USD,,4.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000001258,ORD-505208,Settled,2026-06-02 20:32:53,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,23
LumoGroup,LumoECOM_EU,8620000000000598,ORD-504548,Settled,2026-06-02 20:49:42,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000001557,ORD-505507,Settled,2026-06-02 21:10:13,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001647,ORD-505597,Settled,2026-06-02 21:24:27,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,23
LumoGroup,LumoAPP_US,8620000000000260,ORD-504210,Settled,2026-06-02 22:07:55,Europe/Amsterdam,USD,,4.99,0.09,0.03,USD,,4.87,23
LumoGroup,LumoECOM_EU,8620000000001285,ORD-505235,Authorised,2026-06-03 09:10:44,Europe/Amsterdam,EUR,,4.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000001598,ORD-505548,Authorised,2026-06-03 09:23:48,Europe/Amsterdam,USD,,9.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000000381,ORD-504331,Authorised,2026-06-03 09:34:53,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000000658,ORD-504608,Authorised,2026-06-03 09:36:33,Europe/Amsterdam,USD,,9.99,,,USD,,,23
LumoGroup,LumoAPP_US,8620000000000658,ORD-504608,Settled,2026-06-03 09:53:33,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,23
LumoGroup,LumoAPP_US,8620000000000573,ORD-504523,Refused,2026-06-03 09:59:32,Europe/Amsterdam,USD,,59.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000001536,ORD-505486,Authorised,2026-06-03 10:19:16,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000381,ORD-504331,Settled,2026-06-03 10:34:53,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000618,ORD-504568,Authorised,2026-06-03 10:37:12,Europe/Amsterdam,GBP,,8.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000001285,ORD-505235,Settled,2026-06-03 10:43:44,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,23
LumoGroup,LumoECOM_EU,8620000000000030,ORD-503980,Authorised,2026-06-03 10:47:49,Europe/Amsterdam,GBP,,21.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000001089,ORD-505039,Authorised,2026-06-03 10:49:31,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000001598,ORD-505548,Settled,2026-06-03 10:56:48,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001536,ORD-505486,Settled,2026-06-03 10:58:16,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001089,ORD-505039,Settled,2026-06-03 11:10:31,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001185,ORD-505135,Authorised,2026-06-03 11:17:35,Europe/Amsterdam,GBP,,8.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000001688,ORD-505638,Authorised,2026-06-03 11:24:47,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000030,ORD-503980,Settled,2026-06-03 11:40:49,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,23
LumoGroup,LumoECOM_EU,8620000000000596,ORD-504546,Authorised,2026-06-03 11:42:19,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000618,ORD-504568,Settled,2026-06-03 12:02:12,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,23
LumoGroup,LumoECOM_EU,8620000000001185,ORD-505135,Settled,2026-06-03 12:09:35,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,23
LumoGroup,LumoECOM_EU,8620000000001688,ORD-505638,Settled,2026-06-03 12:11:47,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000000596,ORD-504546,Settled,2026-06-03 12:16:19,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001279,ORD-505229,Authorised,2026-06-03 12:21:34,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000000380,ORD-504330,Authorised,2026-06-03 12:46:49,Europe/Amsterdam,USD,,59.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000000329,ORD-504279,Authorised,2026-06-03 12:52:28,Europe/Amsterdam,GBP,,21.99,,,GBP,,,23
LumoGroup,LumoAPP_US,8620000000000633,ORD-504583,Authorised,2026-06-03 13:02:25,Europe/Amsterdam,USD,,24.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000000200,ORD-504150,Authorised,2026-06-03 13:05:20,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001279,ORD-505229,Settled,2026-06-03 13:23:34,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001582,ORD-505532,Authorised,2026-06-03 13:25:24,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000818,ORD-504768,Authorised,2026-06-03 13:30:18,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000000380,ORD-504330,Settled,2026-06-03 13:35:49,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,23
LumoGroup,LumoAPP_US,8620000000000633,ORD-504583,Settled,2026-06-03 13:46:25,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,23
LumoGroup,LumoECOM_EU,8620000000001575,ORD-505525,Refused,2026-06-03 13:48:08,Europe/Amsterdam,GBP,,21.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000000818,ORD-504768,Settled,2026-06-03 13:49:18,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000329,ORD-504279,Settled,2026-06-03 13:51:28,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,23
LumoGroup,LumoAPP_US,8620000000000693,ORD-504643,Authorised,2026-06-03 13:53:57,Europe/Amsterdam,USD,,9.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000001582,ORD-505532,Settled,2026-06-03 13:58:24,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000000200,ORD-504150,Settled,2026-06-03 14:35:20,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoAPP_US,8620000000000693,ORD-504643,Settled,2026-06-03 14:45:57,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,23
LumoGroup,LumoAPP_US,8620000000000199,ORD-504149,Authorised,2026-06-03 14:55:46,Europe/Amsterdam,USD,,9.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000000327,ORD-504277,Refused,2026-06-03 15:02:55,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001390,ORD-505340,Authorised,2026-06-03 15:17:16,Europe/Amsterdam,GBP,,21.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000000700,ORD-504650,Authorised,2026-06-03 15:28:30,Europe/Amsterdam,GBP,,21.99,,,GBP,,,23
LumoGroup,LumoAPP_US,8620000000000199,ORD-504149,Settled,2026-06-03 15:39:46,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001639,ORD-505589,Authorised,2026-06-03 15:50:40,Europe/Amsterdam,GBP,,8.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000000291,ORD-504241,Authorised,2026-06-03 16:14:07,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000779,ORD-504729,Authorised,2026-06-03 16:20:13,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000000239,ORD-504189,Authorised,2026-06-03 16:37:46,Europe/Amsterdam,USD,,9.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000001406,ORD-505356,Authorised,2026-06-03 16:46:00,Europe/Amsterdam,EUR,,4.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000000239,ORD-504189,Settled,2026-06-03 16:52:46,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001406,ORD-505356,Settled,2026-06-03 16:56:00,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,23
LumoGroup,LumoECOM_EU,8620000000001390,ORD-505340,Settled,2026-06-03 16:58:16,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,23
LumoGroup,LumoECOM_EU,8620000000000779,ORD-504729,Settled,2026-06-03 17:03:13,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoAPP_US,8620000000001541,ORD-505491,Authorised,2026-06-03 17:03:56,Europe/Amsterdam,USD,,24.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000000700,ORD-504650,Settled,2026-06-03 17:07:30,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,23
LumoGroup,LumoECOM_EU,8620000000000197,ORD-504147,Authorised,2026-06-03 17:08:49,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001639,ORD-505589,Settled,2026-06-03 17:18:40,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,23
LumoGroup,LumoAPP_US,8620000000001541,ORD-505491,Settled,2026-06-03 17:27:56,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,23
LumoGroup,LumoECOM_EU,8620000000000291,ORD-504241,Settled,2026-06-03 17:29:07,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001032,ORD-504982,Authorised,2026-06-03 17:32:34,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000752,ORD-504702,Authorised,2026-06-03 17:39:50,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001250,ORD-505200,Authorised,2026-06-03 17:43:17,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001032,ORD-504982,Settled,2026-06-03 18:08:34,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000006,ORD-503956,Authorised,2026-06-03 18:16:40,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001250,ORD-505200,Settled,2026-06-03 18:22:17,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000006,ORD-503956,Settled,2026-06-03 18:25:40,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000197,ORD-504147,Settled,2026-06-03 18:31:49,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoAPP_US,8620000000001379,ORD-505329,Authorised,2026-06-03 18:44:01,Europe/Amsterdam,USD,,9.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000000293,ORD-504243,Authorised,2026-06-03 18:46:48,Europe/Amsterdam,GBP,,54.99,,,GBP,,,23
LumoGroup,LumoAPP_US,8620000000000345,ORD-504295,Authorised,2026-06-03 18:51:11,Europe/Amsterdam,USD,,24.99,,,USD,,,23
LumoGroup,LumoAPP_US,8620000000001379,ORD-505329,Settled,2026-06-03 19:05:01,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000228,ORD-504178,Authorised,2026-06-03 19:08:15,Europe/Amsterdam,EUR,,59.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000752,ORD-504702,Settled,2026-06-03 19:11:50,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000228,ORD-504178,Settled,2026-06-03 19:14:15,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,23
LumoGroup,LumoAPP_US,8620000000001271,ORD-505221,Authorised,2026-06-03 19:23:23,Europe/Amsterdam,USD,,4.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000001103,ORD-505053,Authorised,2026-06-03 19:23:47,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001163,ORD-505113,Authorised,2026-06-03 19:24:36,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000000345,ORD-504295,Settled,2026-06-03 19:28:11,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,23
LumoGroup,LumoAPP_US,8620000000000305,ORD-504255,Authorised,2026-06-03 19:39:16,Europe/Amsterdam,USD,,4.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000000293,ORD-504243,Settled,2026-06-03 19:46:48,Europe/Amsterdam,GBP,,54.99,1.04,0.33,GBP,,53.62,23
LumoGroup,LumoECOM_EU,8620000000001103,ORD-505053,Settled,2026-06-03 19:53:47,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000039,ORD-503989,Authorised,2026-06-03 19:53:58,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000804,ORD-504754,Authorised,2026-06-03 20:13:26,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000039,ORD-503989,Settled,2026-06-03 20:16:58,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001073,ORD-505023,Authorised,2026-06-03 20:20:26,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000001271,ORD-505221,Settled,2026-06-03 20:31:23,Europe/Amsterdam,USD,,4.99,0.09,0.03,USD,,4.87,23
LumoGroup,LumoAPP_US,8620000000001200,ORD-505150,Authorised,2026-06-03 20:32:51,Europe/Amsterdam,USD,,24.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000001368,ORD-505318,Authorised,2026-06-03 20:44:17,Europe/Amsterdam,EUR,,59.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000001163,ORD-505113,Settled,2026-06-03 20:46:36,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001073,ORD-505023,Settled,2026-06-03 21:02:26,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000000804,ORD-504754,Settled,2026-06-03 21:21:26,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoAPP_US,8620000000000305,ORD-504255,Settled,2026-06-03 21:23:16,Europe/Amsterdam,USD,,4.99,0.09,0.03,USD,,4.87,23
LumoGroup,LumoECOM_EU,8620000000001368,ORD-505318,Settled,2026-06-03 21:29:17,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,23
LumoGroup,LumoAPP_US,8620000000001200,ORD-505150,Settled,2026-06-03 22:11:51,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,23
LumoGroup,LumoAPP_US,8620000000001600,ORD-505550,Refused,2026-06-04 09:01:39,Europe/Amsterdam,USD,,9.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000000114,ORD-504064,Authorised,2026-06-04 09:34:04,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000913,ORD-504863,Refused,2026-06-04 09:44:25,Europe/Amsterdam,EUR,,59.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000961,ORD-504911,Authorised,2026-06-04 10:02:27,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000114,ORD-504064,Settled,2026-06-04 10:09:04,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000001609,ORD-505559,Authorised,2026-06-04 10:27:26,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000000143,ORD-504093,Authorised,2026-06-04 10:30:15,Europe/Amsterdam,USD,,9.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000001609,ORD-505559,Settled,2026-06-04 10:41:26,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000853,ORD-504803,Authorised,2026-06-04 10:43:05,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000127,ORD-504077,Authorised,2026-06-04 10:46:52,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000000143,ORD-504093,Settled,2026-06-04 10:48:15,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000127,ORD-504077,Settled,2026-06-04 10:54:52,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000001384,ORD-505334,Authorised,2026-06-04 11:05:50,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000961,ORD-504911,Settled,2026-06-04 11:17:27,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000853,ORD-504803,Settled,2026-06-04 11:28:05,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000001384,ORD-505334,Settled,2026-06-04 11:55:50,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000001792,ORD-507808,Authorised,2026-06-04 12:00:00,Europe/Amsterdam,EUR,,59.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000969,ORD-504919,Refused,2026-06-04 12:04:52,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000507,ORD-504457,Authorised,2026-06-04 12:11:12,Europe/Amsterdam,EUR,,24.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000865,ORD-504815,Authorised,2026-06-04 12:19:08,Europe/Amsterdam,EUR,,59.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000865,ORD-504815,Settled,2026-06-04 12:28:08,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,23
LumoGroup,LumoECOM_EU,8620000000001792,ORD-507808,Settled,2026-06-04 12:37:00,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,23
LumoGroup,LumoECOM_EU,8620000000000821,ORD-504771,Authorised,2026-06-04 12:42:05,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoECOM_EU,8620000000000770,ORD-504720,Authorised,2026-06-04 12:59:54,Europe/Amsterdam,GBP,,54.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000000090,ORD-504040,Authorised,2026-06-04 13:07:31,Europe/Amsterdam,GBP,,54.99,,,GBP,,,23
LumoGroup,LumoECOM_EU,8620000000000507,ORD-504457,Settled,2026-06-04 13:14:12,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,23
LumoGroup,LumoECOM_EU,8620000000000821,ORD-504771,Settled,2026-06-04 13:17:05,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,23
LumoGroup,LumoECOM_EU,8620000000000790,ORD-504740,Authorised,2026-06-04 13:32:50,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
LumoGroup,LumoAPP_US,8620000000000994,ORD-504944,Authorised,2026-06-04 13:49:54,Europe/Amsterdam,USD,,9.99,,,USD,,,23
LumoGroup,LumoECOM_EU,8620000000000770,ORD-504720,Settled,2026-06-04 14:15:54,Europe/Amsterdam,GBP,,54.99,1.04,0.33,GBP,,53.62,23
LumoGroup,LumoECOM_EU,8620000000001418,ORD-505368,Authorised,2026-06-04 14:17:16,Europe/Amsterdam,EUR,,9.99,,,EUR,,,23
